25.05,117
26.02,2026
26.02,3027
26.02,4026
26.02,5027
26.02,6027
26.02,7027
26.02,8027
26.02,9026
25.54,10027
25.54,11027
26.02,12011
25.54,13011
26.0,14011
2.0,14027
26.0,15011
2.0,15027
26.0,16011
2.0,16027
25.54,17011
25.5,18010
4.0,18010
26.02,19011
25.54,20011
26.95,21012
30.79,22012
32.73,23013
33.46,24012
33.83,25013
33.83,26013
34.54,27013
34.19,28013
33.46,29013
